Sort,Year,ID,Freq,Sex,CalvingGround,BirthDate,CaptureDate,LastActive ,EstAgeatCapture,MinDaysAlive,Day0Status,Day0Lat,Day0Long,Day1Status,Day1Lat,Day1Long,Day2Status,Day2Lat,Day2Long,Day3Status,Day3Lat,Day3Long,Day4Status,Day4Lat,Day4Long,Day5Status,Day5Lat,Day5Long,Day6Status,Day6Lat,Day6Long,Day7Status,Day7Lat,Day7Long,FATE
258,2013,2013201,3.76,f,Tundra,5/15/13,5/16/13,5/23/13,1,8,1,,,1,61.22164,-155.80792,1,61.21433,-155.79068,,,,,,,,,,,,,,,,
259,2013,2013202,3.58,unk,Tundra,5/15/13,5/16/13,7/12/13,1,58,1,,,1,61.24236,-155.73938,1,61.24271,-155.73852,,,,,,,,,,,,,,,,
260,2013,2013203,3.521,f,Tundra,5/15/13,5/16/13,10/22/13,1,160,1,,,1,61.26564,-155.78233,1,61.26268,-155.78538,,,,,,,,,,,,,,,,
261,2013,2013204,3.48,m,Tundra,5/15/13,5/16/13,5/16/13,1,1,1,,,1,61.27107,-155.79539,M (5/16),61.2901,-155.7992,,,,,,,,,,,,,,,,DROWNED
262,2013,2013205,1.064,f,Tundra,5/15/13,5/16/13,5/20/13,1,5,1,,,1,61.27775,-155.79099,1,61.26441,-155.80002,,,,,,,,,,,,,,,,
263,2013,2013206,1.173,m,Tundra,5/15/13,5/16/13,5/15/14,1,365,1,,,1,61.27775,-155.79102,1,61.25282,-155.72643,,,,,,,,,,,,,,,,
264,2013,2013207,1.902,f,Tundra,5/15/13,5/16/13,5/18/13,1,3,1,,,1,61.27778,-155.81191,,,,0,61.27536,-155.80184,,,,,,,,,,,,,PREDATOR
265,2013,2013208,1.561,f,Tundra,5/15/13,5/16/13,5/16/13,1,1,1,,,1,61.25875,-155.72023,0,61.2856,-155.7491,,,,,,,,,,,,,,,,BEAR
266,2013,2013209,3.97,f,Tundra,5/15/13,5/16/13,5/20/13,1,5,1,,,1,61.26782,-155.71447,1,61.27486,-155.71006,,,,,,,,,,,,,,,,
267,2013,2013210,1.204,m,Tundra,5/15/13,5/16/13,5/20/13,1,5,1,,,1,61.18275,-155.82885,1,61.18138,-155.83915,,,,,,,,,,,,,,,,
270,2013,2013213,3.93,f,Tundra,5/16/13,5/17/13,5/17/13,1,1,1,,,1,61.1764,-155.77735,M (5/17),61.1661,-155.812,,,,,,,,,,,,,,,,DROWNED
272,2013,2013215,3.51,f,Tundra,5/16/13,5/17/13,5/17/13,1,1,1,,,1,61.17167,-155.74672,0,61.16833,-155.73956,,,,,,,,,,,,,,,,WOLF
273,2013,2013216,2.382,m,Tundra,5/16/13,5/17/13,5/15/14,1,364,1,,,1,61.1817,-155.74155,1,61.18518,-155.75703,,,,,,,,,,,,,,,,
274,2013,2013217,1.253,f,Tundra,5/16/13,5/17/13,5/25/13,1,9,1,,,1,61.17359,-155.74644,1,61.16718,-155.71178,,,,,,,,,,,,,,,,
275,2013,2013218,3.452,m,Tundra,5/16/13,5/17/13,5/22/13,1,6,1,,,1,61.28238,-155.7501,1,61.28247,-155.75016,,,,,,,,,,,,,,,,
276,2013,2013219,3.81,m,Tundra,5/16/13,5/17/13,7/12/13,1,57,1,,,1,61.28127,-155.75803,1,61.27629,-155.74228,,,,,,,,,,,,,,,,
278,2013,2013221,3.84,m,Tundra,5/16/13,5/17/13,7/12/13,1,57,1,,,1,61.30293,-155.79515,1,61.30402,-155.7888,,,,,,,,,,,,,,,,
279,2013,2013222,1.573,f,Tundra,5/16/13,5/17/13,5/18/13,1,2,1,,,1,61.30751,-155.86141,0,61.30439,-155.86209,,,,,,,,,,,,,,,,BEAR
281,2013,2013224,3.55,f,Tundra,5/17/13,5/18/13,6/26/13,1,40,1,,,1,61.30562,-155.94293,1,61.30558,-155.94291,,,,,,,,,,,,,,,,
282,2013,2013225,3.85,f,Tundra,5/17/13,5/18/13,10/22/13,1,158,1,,,1,61.29663,-155.97092,1,61.28536,-155.90223,,,,,,,1,61.25728,-155.84503,,,,,,,
283,2013,2013226,2.193,f,Tundra,5/17/13,5/18/13,5/29/13,1,12,1,,,1,61.27811,-155.9658,1,61.27464,-155.91525,,,,1,61.27683,-155.88566,,,,,,,,,,
287,2013,2013230,3.68,m,Tundra,5/17/13,5/18/13,5/23/13,1,6,1,,,1,61.13861,-155.80179,1,61.15534,-155.80881,,,,,,,,,,,,,,,,
289,2013,2013232,1.874,f,Tundra,5/18/13,5/19/13,5/15/14,1,362,1,,,1,61.13413,-155.92836,1,61.12835,-155.92985,,,,1,61.12557,-155.94432,,,,,,,,,,
290,2013,2013233,1.864,m,Tundra,5/18/13,5/19/13,4/3/14,1,320,1,,,1,61.10602,-155.97503,1,61.10978,-155.97828,,,,,,,1,61.1262,-155.94456,,,,,,,
291,2013,2013234,3.9,m,Tundra,5/18/13,5/19/13,4/3/14,1,320,1,,,1,61.10261,-155.98282,1,61.08948,-155.99907,,,,,,,1,61.13423,-155.92967,,,,,,,
292,2013,2013235,3.6,f,Tundra,5/18/13,5/19/13,7/12/13,1,55,1,,,1,61.13889,-155.9845,1,61.12599,-155.97207,,,,,,,,,,,,,,,,
293,2013,2013236,3.95,m,Tundra,5/18/13,5/19/13,5/25/13,1,7,1,,,1,61.1677,-155.87639,1,61.17825,-155.87999,,,,,,,,,,,,,,,,
294,2013,2013237,3.98,f,Tundra,5/18/13,5/19/13,7/12/13,1,55,1,,,1,61.17897,-155.83175,1,61.1701,-155.83079,,,,,,,,,,,,,,,,
295,2013,2013238,3.87,f,Tundra,5/18/13,5/19/13,5/26/13,1,8,1,,,1,61.24556,-155.85886,1,61.27754,-155.8328,,,,1,61.25931,-155.84292,,,,,,,,,,
296,2013,2013239,1.002,f,Tundra,5/18/13,5/19/13,5/21/13,1,3,1,,,1,61.24958,-155.86803,1,61.27551,-155.83147,0,61.2624,-155.8115,,,,,,,,,,,,,WOLF
297,2013,2013240,1.492,m,Tundra,5/18/13,5/19/13,5/24/13,1,6,1,,,1,61.26036,-155.85141,1,61.26305,-155.85746,,,,1,61.27114,-155.8971,,,,,,,,,,
298,2013,2013241,1.596,f,Tundra,5/18/13,5/19/13,5/15/14,1,362,1,,,1,61.28544,-155.88368,1,61.27748,-155.87828,,,,1,61.27452,-155.88422,,,,,,,,,,
299,2013,2013242,1.963,f,Tundra,5/18/13,5/19/13,5/22/13,1,4,1,,,1,61.28683,-155.88783,1,61.28275,-155.87332,,,,,,,0,61.2994,-155.9072,,,,,,,EAGLE
301,2013,2013244,1.973,f,Tundra,5/18/13,5/19/13,7/12/13,1,55,1,,,1,61.35975,-155.9778,1,61.3703,-155.99188,,,,,,,,,,,,,,,,
302,2013,2013245,3.51,m,Tundra,5/19/13,5/20/13,5/20/13,1,1,1,,,1,61.12686,-155.84011,0,61.1398,-155.7355,,,,,,,,,,,,,,,,BEAR
306,2013,2013249,3.93,f,Tundra,5/19/13,5/20/13,5/23/13,1,4,1,,,1,61.35584,-156.19649,1,61.35799,-156.2044,,,,,,,,,,,,,,,,BEAR 5/24
307,2013,2013250,3.48,f,Tundra,5/19/13,5/20/13,10/22/13,1,156,1,,,1,61.36463,-156.10128,1,61.36462,-156.10131,,,,,,,,,,,,,,,,
309,2013,2013252,3.501,m,Tundra,5/20/13,5/21/13,5/22/13,1,2,1,,,1,61.26777,-155.88328,0,61.2678,-155.88338,,,,,,,,,,,,,,,,BEAR
310,2013,2013253,1.902,f,Tundra,5/20/13,5/21/13,5/24/13,1,4,1,,,1,61.35702,-155.96059,1,61.38247,-155.94269,,,,0,61.39756,-155.95053,,,,,,,,,,BEAR
312,2013,2013255,3.97,f,Tundra,5/21/13,5/22/13,5/23/13,1,2,1,,,1,61.02706,-155.95332,0,61.02442,-155.93299,,,,,,,,,,,,,,,,BEAR
314,2013,2013257,1.204,f,Tundra,5/21/13,5/22/13,5/25/13,1,4,1,,,1,61.20529,-155.98591,1,61.17775,-156.0711,,,,0,61.1501,-156.045,,,,,,,,,,BEAR
316,2013,2013259,3.79,f,Tundra,5/22/13,5/23/13,5/31/13,1,9,1,,,1,61.1489,-156.0742,1,61.12626,-156.03583,,,,,,,,,,,,,,,,
317,2013,2013260,3.501,f,Tundra,5/23/13,5/24/13,5/30/13,1,7,1,,,1,61.3464,-156.03896,1,61.316,-155.97327,,,,,,,,,,,,,,,,
319,2013,2013262,3.76,f,Tundra,5/24/13,5/25/13,5/31/13,1,7,1,,,1,61.14841,-155.76899,1,61.12239,-155.89521,,,,,,,,,,,,,,,,
324,2013,2013267,3.56,f,Tundra,5/25/13,5/26/13,5/15/14,1,355,1,,,1,61.21575,-155.79437,1,61.21078,-155.74011,,,,1,61.20934,-155.74846,,,,,,,,,,
327,2014,2014101,0.259,f,Kemuk,5/17/14,5/18/14,5/25/14,1,8,1,,,1,59.49873,-157.79596,1,59.49492,-157.76715,,,,,,,,,,,,,,,,
332,2014,2014106,1.84,f,Kemuk,5/17/14,5/18/14,5/18/14,1,1,1,,,1,59.45297,-157.88887,0,59.441,-157.89167,,,,,,,,,,,,,,,,EAGLE
334,2014,2014108,1.2,m,Kemuk,5/17/14,5/18/14,5/26/14,1,9,1,,,1,59.45928,-157.89794,1,59.45513,-157.92213,,,,,,,,,,,,,,,,
335,2014,2014109,1.58,m,Kemuk,5/17/14,5/18/14,5/27/14,1,10,1,,,1,59.54779,-157.63933,1,59.55456,-157.71305,,,,,,,,,,,,,,,,
336,2014,2014110,1.001,m,Kemuk,5/17/14,5/18/14,4/1/15,1,319,1,,,1,59.51789,-157.66737,1,59.51882,-157.66638,,,,,,,,,,,,,,,,
341,2014,2014115,1.42,f,Kemuk,5/17/14,5/18/14,5/29/15,1,377,1,,,1,60.19387,-158.42982,1,60.17054,-158.42188,,,,,,,,,,,,,,,,
343,2014,2014117,2.19,f,Kemuk,5/17/14,5/18/14,5/29/15,1,377,1,,,1,60.24555,-158.5766,1,60.24817,-158.5843,1,60.16308,-158.30793,,,,,,,,,,,,,
345,2014,2014200,0.73,f,Mulchatna,5/15/14,5/16/14,10/14/14,1,152,1,,,1,60.64684,-154.29611,1,60.65885,-154.31382,,,,,,,1,60.66053,-154.32542,,,,,,,
346,2014,2014201,3.51,f,Mulchatna,5/15/14,5/16/14,5/19/15,1,369,1,,,1,60.68259,-154.16017,1,60.66588,-154.09847,,,,,,,1,60.67542,-154.14256,,,,,,,
347,2014,2014202,3.92,f,Mulchatna,5/15/14,5/16/14,10/14/14,1,152,1,,,1,60.68165,-154.17064,1,60.68157,-154.20784,,,,,,,,,,,,,,,,
348,2014,2014203,3.881,m,Mulchatna,5/15/14,5/16/14,6/26/14,1,42,1,,,1,60.70031,-154.19265,1,60.70504,-154.22309,,,,,,,,,,,,,,,,
354,2014,2014209,3.62,m,Mulchatna,5/15/14,5/16/14,6/26/14,1,42,1,,,1,60.81607,-154.06219,1,60.83327,-154.02208,,,,,,,,,,,,,,,,
355,2014,2014210,3.87,f,Mulchatna,5/15/14,5/16/14,5/19/15,1,369,1,,,1,60.73952,-153.99421,1,60.73211,-153.96181,,,,,,,1,60.7539,-153.93499,,,,,,,
357,2014,2014212,3.5,f,Mulchatna,5/15/14,5/16/14,5/19/15,1,369,1,,,1,60.78156,-154.03029,1,60.74869,-153.98157,,,,,,,1,60.74287,-153.98385,,,,,,,
362,2014,2014217,3.34,m,Mulchatna,5/16/14,5/17/14,5/19/14,1,3,1,,,1,60.84615,-154.01977,,,,0,60.84813,-154.02991,,,,,,,,,,,,,EAGLE
363,2014,2014218,3.67,f,Mulchatna,5/16/14,5/17/14,5/18/14,1,2,1,,,1,60.86139,-154.00534,0,60.78232,-154.06535,,,,,,,,,,,,,,,,WOLF
364,2014,2014219,3.13,f,Mulchatna,5/16/14,5/17/14,10/29/14,1,166,1,,,1,60.78429,-154.04516,,,,,,,,,,1,60.84022,-154.15201,,,,,,,
365,2014,2014220,3.43,f,Mulchatna,5/16/14,5/17/14,5/19/15,1,368,1,,,1,60.79008,-154.06621,,,,,,,1,60.74218,-153.97659,,,,,,,,,,
366,2014,2014221,3.801,f,Mulchatna,5/16/14,5/17/14,5/18/14,1,2,1,,,1,60.79941,-154.06593,0,60.79917,-154.06603,,,,,,,,,,,,,,,,EAGLE
371,2014,2014226,3.44,f,Mulchatna,5/16/14,5/17/14,4/1/15,1,320,1,,,1,60.70979,-153.97267,,,,,,,1,60.73013,-153.99863,,,,,,,,,,
373,2014,2014228,3.15,f,Mulchatna,5/16/14,5/17/14,12/18/14,1,216,1,,,1,60.70219,-153.95128,,,,,,,1,60.79509,-154.02237,,,,,,,,,,
376,2014,2014231,3.49,f,Mulchatna,5/18/14,5/19/14,6/26/14,1,39,1,,,1,60.75963,-154.04624,1,60.73941,-153.9764,,,,,,,,,,,,,,,,
379,2014,2014234,3.801,m,Mulchatna,5/19/14,5/20/14,5/20/14,1,1,1,,,1,60.73487,-153.99227,0,60.7067,-153.9778,,,,,,,,,,,,,,,,EAGLE
384,2014,2014239,3.371,unk,Mulchatna,5/19/14,5/20/14,10/12/14,1,146,1,,,1,60.79738,-153.98718,1,60.75105,-154.00718,,,,,,,,,,,,,,,,
387,2014,2014242,1.84,unk,Mulchatna,5/21/14,5/22/14,5/26/14,1,5,1,,,1,60.73203,-154.11707,,60.72395,-154.12923,,,,,,,,,,,,,,,,
389,2017,2017100,0.99,f,Tikchik,5/14/17,5/15/17,5/18/17,1,4,1,,,1,60.30366,-158.72878,,,,,,,1,60.4257,-158.84451,0,60.41971,-158.87041,,,,,,,BEAR
390,2017,2017101,1.81,f,Tikchik,5/14/17,5/15/17,10/14/17,1,153,1,,,1,60.29854,-158.72624,,,,1,60.32239,-158.76147,,,,1,60.4088,-158.82215,,,,,,,
393,2017,2017104,0.72,m,Tikchik,5/14/17,5/15/17,5/25/17,1,11,1,,,1,60.32635,-158.73601,,,,1,60.32414,-158.73673,,,,,,,,,,,,,
394,2017,2017105,2.09,m,Tikchik,5/14/17,5/15/17,10/14/17,1,153,1,,,1,60.34252,-158.75216,,,,,,,1,60.41029,-158.7932,,,,,,,,,,
400,2017,2017111,3.02,unk,Tikchik,5/14/17,5/15/17,6/22/17,1,39,1,,,1,60.43073,-158.86299,,,,1,60.42678,-158.85388,,,,,,,,,,,,,
401,2017,2017112,2.08,f,Tikchik,5/14/17,5/15/17,10/14/17,1,153,1,,,1,60.42301,-158.82721,,,,1,60.40484,-158.90231,,,,,,,,,,,,,
405,2017,2017116,3.05,m,Tikchik,5/14/17,5/15/17,10/14/17,1,153,1,,,1,60.37757,-158.6036,,,,1,60.34435,-158.62286,,,,,,,,,,,,,
406,2017,2017117,1.95,m,Tikchik,5/14/17,5/15/17,5/15/17,1,1,1,,,1,60.3684,-158.58788,,,,0,60.32819,-158.53677,,,,,,,,,,,,,WOLF
407,2017,2017118,1.56,f,Tikchik,5/14/17,5/15/17,5/18/17,1,4,1,,,1,60.36769,-158.60311,,,,,,,0,60.41618,-158.60476,,,,,,,,,,EAGLE
408,2017,2017119,0.23,f,Tikchik,5/14/17,5/15/17,6/22/17,1,39,1,,,1,60.34995,-158.58548,,,,1,60.34122,-158.57003,,,,,,,,,,,,,
410,2017,2017121,0.98,unk,Tikchik,5/14/17,5/15/17,5/15/17,1,1,1,,,1,60.27718,-158.54135,,,,0,60.3473,-158.7269,,,,,,,,,,,,,WOLF
411,2017,2017122,0.79,m,Tikchik,5/14/17,5/15/17,10/14/17,1,153,1,,,1,60.27709,-158.60267,,,,1,60.35491,-158.63662,,,,,,,,,,,,,
412,2017,2017123,0.96,m,Tikchik,5/14/17,5/15/17,5/25/17,1,11,1,,,1,60.26958,-158.60553,,,,1,60.26476,-158.6096,,,,,,,,,,,,,
415,2017,2017126,0.57,f,Tikchik,5/14/17,5/15/17,5/25/17,1,11,1,,,1,60.29254,-158.63002,,,,1,60.37661,-158.76765,,,,,,,,,,,,,
419,2017,2017130,2.29,unk,Tikchik,5/17/17,5/18/17,5/20/17,1,3,1,,,1,60.40197,-158.22341,,,,1,60.39421,-158.15516,,,,0,60.39069,-158.20776,,,,,,,BEAR
421,2017,2017132,2.36,unk,Tikchik,5/17/17,5/18/17,5/25/17,1,8,1,,,1,60.41452,-158.76433,,,,1,60.40447,-158.76174,1,60.42054,-158.85107,,,,,,,,,,
427,2017,2017138,2.28,unk,Tikchik,5/21/17,5/22/17,5/22/17,1,1,1,,,1,60.33973,-158.72673,,,,,,,0,60.38922,-158.82143,,,,,,,,,,BEAR
429,2017,2017201,2.28,f,Mulchatna,5/12/17,5/13/17,5/19/17,1,7,1,,,1,60.56444,-155.37032,,,,,,,,,,,,,,,,,,,
431,2017,2017203,2.41,m,Mulchatna,5/12/17,5/13/17,5/26/17,1,14,1,,,1,60.50972,-155.35546,,,,,,,,,,,,,,,,,,,
432,2017,2017204,2.34,m,Mulchatna,5/12/17,5/13/17,6/1/17,1,20,1,,,1,60.51481,-155.3421,,,,,,,,,,,,,,,,,,,
434,2017,2017206,2.57,f,Mulchatna,5/12/17,5/13/17,5/20/17,1,8,1,,,1,60.51929,-155.41501,,,,,,,,,,,,,,,,,,,
436,2017,2017208,2.33,m,Mulchatna,5/12/17,5/13/17,6/1/17,1,20,1,,,1,60.64789,-155.02327,,,,,,,,,,,,,,,,,,,
437,2017,2017209,2.37,f,Mulchatna,5/12/17,5/13/17,5/16/17,1,4,1,,,1,60.62127,-154.92827,,,,,,,,,,0,60.5899,-155.00548,,,,,,,BEAR
439,2017,2017211,2.46,f,Mulchatna,5/12/17,5/13/17,5/14/17,1,2,1,,,1,60.71717,-154.63272,0,60.72033,-154.61391,,,,,,,,,,,,,,,,BEAR
440,2017,2017212,2.4,m,Mulchatna,5/12/17,5/13/17,6/25/17,1,44,1,,,1,60.72098,-155.08126,,,,,,,,,,,,,,,,,,,
441,2017,2017213,2.52,f,Mulchatna,5/12/17,5/13/17,5/13/17,1,1,1,,,1,60.66489,-155.10683,0,60.67399,-155.11117,,,,,,,,,,,,,,,,BEAR
442,2017,2017214,2.55,m,Mulchatna,5/12/17,5/13/17,6/1/17,1,20,1,,,1,60.64865,-155.07959,,,,,,,,,,,,,,,,,,,
444,2017,2017216,2.51,m,Mulchatna,5/13/17,5/14/17,5/16/17,1,3,1,,,1,60.70468,-154.27991,,,,,,,0,60.68612,-154.24383,,,,,,,,,,WOLF
445,2017,2017217,2.38,f,Mulchatna,5/13/17,5/14/17,11/1/17,1,172,1,,,1,60.7185,-154.27016,,,,,,,,,,,,,,,,,,,
447,2017,2017219,2.31,f,Mulchatna,5/13/17,5/14/17,5/20/17,1,7,1,,,1,60.79393,-154.26937,,,,,,,,,,,,,,,,,,,
448,2017,2017220,2.53,f,Mulchatna,5/13/17,5/14/17,11/1/17,1,172,1,,,1,60.75266,-154.24544,,,,,,,,,,,,,,,,,,,
449,2017,2017221,2.2,m,Mulchatna,5/13/17,5/14/17,5/14/17,1,1,1,,,1,60.72,-154.17,0,60.70667,-154.1544,,,,,,,,,,,,,,,,BEAR
450,2017,2017222,2.42,f,Mulchatna,5/13/17,5/14/17,6/25/17,1,43,1,,,1,60.72101,-154.17344,,,,,,,,,,1,60.71018,-154.27159,,,,,,,
451,2017,2017223,2.54,f,Mulchatna,5/13/17,5/14/17,11/1/17,1,172,1,,,1,60.69014,-154.24365,,,,,,,,,,,,,,,,,,,
452,2017,2017224,2.25,m,Mulchatna,5/13/17,5/14/17,5/14/17,1,1,1,,,1,60.7039,-154.27448,0,60.70271,-154.28369,,,,,,,,,,,,,,,,WOLF
453,2017,2017225,2.29,m,Mulchatna,5/13/17,5/14/17,5/14/17,1,1,1,,,1,60.68407,-154.38907,0,60.71431,-154.33452,,,,,,,,,,,,,,,,WOLF
454,2017,2017226,2.32,f,Mulchatna,5/13/17,5/14/17,4/6/18,1,328,1,,,1,60.72402,-155.06624,,,,,,,,,,,,,,,,,,,
455,2017,2017227,2.58,m,Mulchatna,5/13/17,5/14/17,5/26/17,1,13,1,,,1,60.72252,-155.0875,,,,,,,,,,,,,,,,,,,
456,2017,2017228,2.36,m,Mulchatna,5/13/17,5/14/17,5/16/17,1,3,1,,,1,60.7366,-155.02103,,,,0,60.74048,-155.04741,,,,,,,,,,,,,STARVED; CAPTURE RELATED?
458,2017,2017230,2.52,unk,Mulchatna,5/16/17,5/17/17,5/22/17,1,6,1,,,1,60.5419,-155.4225,,,,,,,1,60.52535,-155.42041,,,,,,,,,,
459,2017,2017231,2.45,f,Mulchatna,5/16/17,5/17/17,5/17/17,1,1,1,,,1,60.7242,-154.3569,0,60.72986,-154.35397,,,,,,,,,,,,,,,,BEAR
460,2017,2017232,2.2,unk,Mulchatna,5/17/17,5/18/17,5/20/17,1,3,1,,,1,60.74822,-154.38982,1,60.76601,-154.42786,1,60.77069,-154.43287,,,,0,60.77023,-154.4336,,,,,,,WOLF
461,2017,2017233,2.25,unk,Mulchatna,5/17/17,5/18/17,5/22/17,1,5,1,,,1,60.76052,-154.3574,,,,,60.75282,-154.31162,,,,,60.72107,-154.28641,,,,,,,
462,2017,2017234,2.27,unk,Mulchatna,5/17/17,5/18/17,5/19/17,1,2,1,,,1,60.75285,-154.41279,,,,0,60.74256,-154.43257,,,,,,,,,,,,,EAGLE
464,2017,2017236,2.45,unk,Mulchatna,5/18/17,5/19/17,5/20/17,1,2,1,,,1,60.75629,-154.38286,1,60.75807,-154.42246,,,,0,60.74958,-154.44422,,,,,,,,,,WOLF; CACHED
465,2017,2017237,2.07,f,Mulchatna,5/18/17,5/19/17,6/25/17,1,38,1,,,1,60.77755,-154.35416,1,60.7716,-154.35704,,,,1,60.72809,-154.35528,,,,,,,,,,
466,2018,2018100,2.11,f,UMulch,5/12/18,5/13/18,5/15/18,1,3,1,,,1,60.7381,-155.1064,,,,0,60.7436,-155.098,,,,,,,,,,,,,BEAR
467,2018,2018101,2.45,f,UMulch,5/12/18,5/13/18,6/22/18,1,41,1,,,1,60.733,-155.0555,,,,,,,,,,,,,,,,,,,
468,2018,2018102,0.92,m,UMulch,5/12/18,5/13/18,9/6/18,1,117,1,,,1,60.6909,-154.9652,,,,,,,,,,,,,,,,,,,
473,2018,2018107,2.47,m,UMulch,5/13/18,5/14/18,5/20/18,1,7,1,,,1,60.622,-155.0254,,,,,,,,,,,,,,,,,,,
476,2018,2018110,2.25,f,UMulch,5/13/18,5/14/18,5/15/18,1,2,1,,,1,60.6527,-154.9046,0,60.65204,-154.94984,,,,,,,,,,,,,,,,BEAR
477,2018,2018111,3.43,f,UMulch,5/13/18,5/14/18,5/27/18,1,14,1,,,1,60.682,-154.9367,,,,,,,,,,,,,,,,,,,
482,2018,2018116,1.85,m,UMulch,5/15/18,5/16/18,11/12/18,1,181,1,,,1,61.1155,-155.9938,,,,,,,,,,,,,,,,,,,
484,2018,2018118,1.56,f,UMulch,5/15/18,5/16/18,11/12/18,1,181,1,,,1,61.13,-155.9618,,,,,,,,,,,,,,,,,,,
486,2018,2018120,2.58,m,UMulch,5/15/18,5/16/18,6/24/18,1,40,1,,,1,61.1507,-155.7997,,,,,,,1,61.16631,-155.81586,,,,,,,,,,
488,2018,2018122,3.2,m,UMulch,5/15/18,5/16/18,5/22/18,1,7,1,,,1,61.0882,-155.8705,,,,,,,,,,1,61.13443,-155.85845,,,,,,,
489,2018,2018123,2.52,f,UMulch,5/15/18,5/16/18,11/12/18,1,181,1,,,1,61.0988,-155.8129,,,,,,,,,,,,,,,,,,,
491,2018,2018125,2.28,m,UMulch,5/17/18,5/18/18,11/12/18,1,179,1,,,1,60.6079,-154.9851,,,,,,,,,,,,,,,,,,,
492,2018,2018126,2.36,f,UMulch,5/17/18,5/18/18,5/19/18,1,2,1,,,1,60.6783,-155.1546,0,60.66721,-155.1228,,,,,,,,,,,,,,,,BEAR
498,2018,2018132,3.21,m,UMulch,5/19/18,5/20/18,5/22/18,1,3,1,,,1,60.8778,-155.8497,,,,0,60.87125,-155.85413,,,,,,,,,,,,,BEAR
500,2018,2018134,2.25,unk,UMulch,5/19/18,5/20/18,9/6/18,1,110,1,,,1,60.6898,-155.6797,,,,,,,,,,,,,,,,,,,
503,2018,2018137,3.61,f,UMulch,5/21/18,5/22/18,5/22/18,1,1,1,,,1,60.9005,-155.7805,1,60.88452,-155.76738,0,,,,,,,,,,,,,,,BEAR
504,2018,2018138,3.87,m,UMulch,5/21/18,5/22/18,5/23/18,1,2,1,,,1,60.8791,-155.8341,0,60.87717,-155.82128,,,,,,,,,,,,,,,,UNK
509,2018,2018203,3.48,f,Tikchik,5/12/18,5/13/18,10/13/18,1,154,1,,,1,60.1753,-158.366,,,,,,,,,,,,,,,,,,,
510,2018,2018204,3.78,m,Tikchik,5/12/18,5/13/18,5/14/18,1,2,1,,,1,60.1686,-158.3189,0,60.1756,-158.357,,,,,,,,,,,,,,,,BEAR
513,2018,2018207,3.92,m,Tikchik,5/13/18,5/14/18,5/18/18,1,5,1,,,1,60.211,-158.3198,,,,,,,,,,,,,,,,,,,
514,2018,2018208,3.93,m,Tikchik,5/13/18,5/14/18,5/15/18,1,2,1,,,1,60.1906,-158.3272,0,60.1906,-158.3272,,,,,,,,,,,,,,,,BEAR
515,2018,2018209,3.98,f,Tikchik,5/13/18,5/14/18,10/13/18,1,153,1,,,1,60.1854,-158.4309,,,,,,,,,,,,,,,,,,,
516,2018,2018210,3.72,f,Tikchik,5/13/18,5/14/18,5/18/18,1,5,1,,,1,60.1807,-158.4727,,,,,,,,,,,,,,,,,,,
518,2018,2018212,3.5,m,Tikchik,5/13/18,5/14/18,6/11/18,1,29,1,,,1,60.0835,-158.1258,,,,,,,,,,,,,,,,,,,
522,2018,2018216,3.51,f,Tikchik,5/16/18,5/17/18,10/13/18,1,150,1,,,1,60.391,-158.2924,,,,,,,,,,,,,,,,,,,
524,2018,2018218,3.49,m,Tikchik,5/16/18,5/17/18,10/13/18,1,150,1,,,1,60.4108,-158.2928,,,,,,,,,,,,,,,,,,,
525,2018,2018219,3.97,f,Tikchik,5/16/18,5/17/18,5/21/18,1,5,1,,,1,60.4115,-158.3459,,,,,,,,,,,,,,,,,,,
529,2018,2018223,3.8,f,Tikchik,5/16/18,5/17/18,9/5/18,1,112,1,,,1,60.4329,-158.352,,,,,,,,,,,,,,,,,,,
530,2018,2018224,3.53,m,Tikchik,5/16/18,5/17/18,6/11/18,1,26,1,,,1,60.4231,-158.3612,,,,,,,,,,,,,,,,,,,
533,2018,2018227,3.99,m,Tikchik,5/18/18,5/19/18,9/5/18,1,110,1,,,1,60.4667,-158.2067,,,,,,,,,,,,,,,,,,,
534,2018,2018228,3.63,f,Tikchik,5/18/18,5/19/18,5/24/18,1,6,1,,,1,60.4473,-158.2148,,,,,,,,,,,,,,,,,,,
535,2018,2018229,3.6,m,Tikchik,5/18/18,5/19/18,10/13/18,1,148,1,,,1,60.4494,-158.2818,,,,,,,,,,,,,,,,,,,
536,2018,2018230,3.95,m,Tikchik,5/18/18,5/19/18,6/11/18,1,24,1,,,1,60.4261,-158.4612,,,,,,,,,,,,,,,,,,,
540,2018,2018234,3.78,f,Tikchik,5/20/18,5/21/18,5/22/18,1,2,1,,,1,60.4078,-158.5175,0,60.41,-158.507,,,,,,,,,,,,,,,,WOLF
541,2018,2018235,3.22,m,Tikchik,5/20/18,5/21/18,10/13/18,1,146,1,,,1,60.3676,-158.5723,,,,,,,,,,,,,,,,,,,
542,2018,2018236,3.72,unk,Tikchik,5/20/18,5/21/18,5/24/18,1,4,1,,,1,60.3643,-158.5928,,,,,,,0,60.372,-158.578,,,,,,,,,,BEAR
543,2018,2018237,3.7,f,Tikchik,5/20/18,5/21/18,10/13/18,1,146,1,,,1,60.3178,-158.6496,,,,,,,,,,,,,,,,,,,
