BY,ANNUM,Sex,SexCode,Weight,CG,CGcode,CaptLat,CaptLong,Reunite,EstAgeAtCap,DOB,DOC,LastAct,MinDaysAlive FromBirth,MinDaysAlive FromCapture,Fate,FateCode,LastLat,LastLong,COD,Comments,,
2014,2014208,m,1,7.50,Mulchatna,1,60.8187,-154.1004,unk,0,05/16/14,05/16/14,05/17/14,1,1,mort,1,60.8189,-154.1119,starvation,observed with cow after capture,,
2014,2014209,m,1,10.00,Mulchatna,1,60.8161,-154.0622,yes,1,05/15/14,05/16/14,06/26/14,42,41,unk,0,59.1282,-157.1356,,,,
2014,2014210,f,0,9.00,Mulchatna,1,60.7395,-153.9942,searching,1,05/15/14,05/16/14,05/19/15,369,368,unk,0,,,,,,
2014,2014211,f,0,7.00,Mulchatna,1,60.7487,-153.9953,unk,0,05/16/14,05/16/14,05/25/14,9,9,mort,1,60.7300,-153.9794,eagle,,,
2014,2014212,f,0,,Mulchatna,1,60.7816,-154.0303,yes,1,05/15/14,05/16/14,05/19/15,369,368,unk,0,,,,,,
2014,2014213,f,0,7.00,Mulchatna,1,60.7554,-153.9786,searching,0,05/16/14,05/16/14,05/16/14,0,0,mort,1,60.7553,-153.9798,eagle,mom was searching; capture mort?,,
2014,2014214,m,1,7.00,Mulchatna,1,60.7360,-154.0000,unk,0,05/16/14,05/16/14,05/19/15,368,368,unk,0,,,,,,
2014,2014215,m,1,10.00,Mulchatna,1,60.7650,-154.1700,searching,2,05/15/14,05/17/14,05/18/14,3,1,mort,1,60.7660,-154.1716,eagle,,,
2014,2014216,m,1,10.50,Mulchatna,1,60.8213,-154.1209,yes,2,05/15/14,05/17/14,12/18/14,217,215,unk,0,,,,,,
2014,2014217,m,1,8.00,Mulchatna,1,60.8461,-154.0198,searching,1,05/16/14,05/17/14,05/19/14,3,2,mort,1,60.8481,-154.0299,eagle,,,
2014,2014218,f,0,10.00,Mulchatna,1,60.8614,-154.0053,searching,1,05/16/14,05/17/14,05/18/14,2,1,mort,1,60.7823,-154.0653,wolf,,,
2014,2014219,f,0,9.00,Mulchatna,1,60.7843,-154.0452,searching,1,05/16/14,05/17/14,10/29/14,166,165,unk,0,,,,,,
2014,2014220,f,0,10.50,Mulchatna,1,60.7901,-154.0662,yes,1,05/16/14,05/17/14,05/19/15,368,367,unk,0,,,,,,
2014,2014221,f,0,7.50,Mulchatna,1,60.7994,-154.0659,yes,1,05/16/14,05/17/14,05/18/14,2,1,mort,1,60.7992,-154.0660,eagle,,,
2014,2014222,m,1,9.00,Mulchatna,1,60.7876,-154.0997,searching,0,05/17/14,05/17/14,06/26/14,40,40,unk,0,59.5978,-156.2252,,,,
2014,2014223,f,0,6.00,Mulchatna,1,60.7962,-154.0892,searching,0,05/17/14,05/17/14,10/29/14,165,165,unk,0,,,,,,
2014,2014224,f,0,7.00,Mulchatna,1,60.7402,-154.0649,searching,0,05/17/14,05/17/14,05/17/14,0,0,mort,1,60.7368,-154.0653,eagle,,,
2014,2014225,m,1,,Mulchatna,1,60.7140,-153.9910,searching,0,05/17/14,05/17/14,12/18/14,215,215,unk,0,,,,,,
2014,2014226,f,0,10.00,Mulchatna,1,60.7098,-153.9727,searching,1,05/16/14,05/17/14,04/01/15,320,319,unk,0,,,,,,
2014,2014227,f,0,,Mulchatna,1,60.7010,-153.9622,searching,0,05/17/14,05/17/14,05/19/15,367,367,unk,0,,,,,,
2014,2014228,f,0,9.50,Mulchatna,1,60.7022,-153.9513,searching,1,05/16/14,05/17/14,12/18/14,216,215,unk,0,,,,,,
2014,2014229,f,0,7.50,Mulchatna,1,60.7034,-153.9479,searching,0,05/17/14,05/17/14,12/01/14,198,198,unk,0,,,,,,
2014,2014230,m,1,8.00,Mulchatna,1,60.7049,-153.9572,searching,0,05/17/14,05/17/14,05/17/14,0,0,mort,1,60.6994,-153.9510,wolverine,,,
2014,2014231,f,0,6.50,Mulchatna,1,60.7596,-154.0462,yes,1,05/18/14,05/19/14,06/26/14,39,38,unk,0,60.1923,-156.8235,,,,
2014,2014232,f,0,7.00,Mulchatna,1,60.7462,-154.0564,searching,0,05/19/14,05/19/14,05/28/14,9,9,unk,0,,,,collar malfunction,,
2014,2014233,m,1,8.00,Mulchatna,1,60.7689,-153.9958,searching,0,05/19/14,05/19/14,05/26/14,7,7,unk,0,,,,collar malfunction,,
2014,2014234,m,1,8.50,Mulchatna,1,60.7349,-153.9923,yes,1,05/19/14,05/20/14,05/20/14,1,0,mort,1,60.7067,-153.9778,eagle,reunited after capture,,
2014,2014235,m,1,7.80,Mulchatna,1,60.7399,-153.9894,searching,0,05/20/14,05/20/14,05/19/15,364,364,unk,0,,,,,,
2014,2014236,m,1,8.20,Mulchatna,1,60.7474,-153.9593,searching,0,05/20/14,05/20/14,05/20/14,0,0,mort,1,60.7442,-153.9643,eagle,mom searching after capture,,
2014,2014237,unk,2,6.80,Mulchatna,1,60.7347,-153.9818,searching,0,05/20/14,05/20/14,06/02/14,13,13,unk,0,60.8133,-154.0293,,,,
2014,2014238,unk,2,,Mulchatna,1,60.7736,-154.0556,yes,0,05/20/14,05/20/14,04/01/15,316,316,unk,0,,,,,,
2014,2014239,unk,2,,Mulchatna,1,60.7974,-153.9872,searching,1,05/19/14,05/20/14,10/12/14,146,145,unk,0,60.5800,-156.0587,,,,
2014,2014240,m,1,,Mulchatna,1,60.7692,-154.0549,searching,3,05/19/14,05/22/14,04/01/15,317,314,unk,0,,,,,,
2014,2014241,unk,2,,Mulchatna,1,60.8400,-154.1504,searching,0,05/22/14,05/22/14,06/26/14,35,35,unk,0,59.8084,-156.0633,,,,
2014,2014242,unk,2,,Mulchatna,1,60.7320,-154.1171,yes,1,05/21/14,05/22/14,05/26/14,5,4,mort,1,60.7167,-154.0735,brown bear,,,
2014,2014243,unk,2,,Mulchatna,1,60.7486,-153.9959,searching,0,05/22/14,05/22/14,05/23/14,1,1,capture mort,2,60.7492,-153.9948,eagle,capture related,,
2017,2017100,f,0,8.80,Tikchik,0,60.3037,-158.7288,yes,1,05/14/17,05/15/17,05/18/17,4,3,mort,1,60.4197,-158.8704,brown bear,,,
2017,2017101,f,0,8.40,Tikchik,0,60.2985,-158.7262,yes,1,05/14/17,05/15/17,10/14/17,153,152,unk,0,60.0726,-160.7640,,,,
2017,2017102,m,1,8.20,Tikchik,0,60.3186,-158.7371,yes,0,05/15/17,05/15/17,05/15/17,0,0,capture mort,2,60.3185,-158.7374,unk pred,capture related; had not reunited with cow by afternoon check; dead the next day,,
2017,2017103,m,1,9.00,Tikchik,0,60.3247,-158.7439,yes,2,05/13/17,05/15/17,05/19/18,371,369,unk,0,,,,,,
2017,2017104,m,1,8.40,Tikchik,0,60.3263,-158.7360,searching,1,05/14/17,05/15/17,05/25/17,11,10,mort,1,60.4700,-158.7277,unk pred ,,,
2017,2017105,m,1,9.40,Tikchik,0,60.3425,-158.7522,yes,1,05/14/17,05/15/17,10/14/17,153,152,unk,0,60.7550,-160.3466,,,,
2017,2017106,f,0,7.40,Tikchik,0,60.3512,-158.7488,yes,0,05/15/17,05/15/17,10/14/17,152,152,unk,0,,,,,,
2017,2017107,f,0,8.00,Tikchik,0,60.3476,-158.7671,yes,0,05/15/17,05/15/17,06/22/17,38,38,unk,0,60.5563,-160.0582,,,,
2017,2017108,f,0,8.00,Tikchik,0,60.3520,-158.7782,yes,0,05/15/17,05/15/17,04/03/18,323,323,unk,0,60.2673,-160.0823,,,,
2017,2017109,f,0,9.20,Tikchik,0,60.3843,-158.8784,yes,2,05/13/17,05/15/17,04/03/18,325,323,unk,0,,,,,,
2017,2017110,m,1,8.00,Tikchik,0,60.4264,-158.8509,no,0,05/15/17,05/15/17,05/18/17,3,3,mort,1,60.4120,-158.8464,brown bear,,,
2017,2017111,unk,2,,Tikchik,0,60.4307,-158.8630,yes,1,05/14/17,05/15/17,06/22/17,39,38,unk,0,,,,,,
2017,2017112,f,0,,Tikchik,0,60.4230,-158.8272,yes,1,05/14/17,05/15/17,10/14/17,153,152,unk,0,60.7222,-161.0330,,,,
2017,2017113,m,1,,Tikchik,0,60.4103,-158.8215,yes,2,05/13/17,05/15/17,05/22/17,9,7,mort,1,60.5411,-158.8744,unk pred ,,,
2017,2017114,f,0,6.40,Tikchik,0,60.4094,-158.8262,yes,0,05/15/17,05/15/17,05/15/17,0,0,mort,1,60.4012,-158.8154,unk pred,,,
2017,2017115,unk,2,,Tikchik,0,60.4027,-158.5836,yes,0,05/15/17,05/15/17,05/20/17,5,5,mort,1,60.4124,-158.6767,wolf,,,
2017,2017116,m,1,9.00,Tikchik,0,60.3776,-158.6036,yes,1,05/14/17,05/15/17,10/14/17,153,152,unk,0,60.7388,-160.6545,,,,
2017,2017117,m,1,,Tikchik,0,60.3684,-158.5879,no,1,05/14/17,05/15/17,05/15/17,1,0,mort,1,60.3282,-158.5368,wolf,,,
2017,2017118,f,0,,Tikchik,0,60.3677,-158.6031,yes,1,05/14/17,05/15/17,05/18/17,4,3,mort,1,60.4162,-158.6048,eagle,,,
2017,2017119,f,0,7.80,Tikchik,0,60.3499,-158.5855,yes,1,05/14/17,05/15/17,06/22/17,39,38,unk,0,60.6721,-158.8654,,,,
2017,2017120,unk,2,,Tikchik,0,60.2984,-158.5395,yes,0,05/15/17,05/15/17,06/22/17,38,38,mort,1,60.1017,-160.5033,unk pred,,,
2017,2017121,unk,2,,Tikchik,0,60.2772,-158.5413,yes,1,05/14/17,05/15/17,05/15/17,1,0,mort,1,60.3473,-158.7269,wolf,,,
2017,2017122,m,1,,Tikchik,0,60.2771,-158.6027,yes,1,05/14/17,05/15/17,10/14/17,153,152,unk,0,60.6960,-160.5335,,,,
2017,2017123,m,1,9.20,Tikchik,0,60.2696,-158.6055,yes,1,05/14/17,05/15/17,05/25/17,11,10,mort,1,60.3922,-158.5916,unk pred ,,,
2017,2017124,f,0,,Tikchik,0,60.2857,-158.6374,yes,0,05/15/17,05/15/17,05/22/17,7,7,mort,1,60.4246,-158.8506,wolf,,,
2017,2017125,f,0,8.40,Tikchik,0,60.2922,-158.6350,yes,0,05/15/17,05/15/17,05/25/17,10,10,mort,1,60.3938,-158.6597,unk pred ,,,
2017,2017126,f,0,8.20,Tikchik,0,60.2925,-158.6300,yes,1,05/14/17,05/15/17,05/25/17,11,10,mort,1,60.4373,-158.7577,unk pred ,,,
2017,2017127,f,0,,Tikchik,0,60.3203,-158.6959,yes,0,05/15/17,05/15/17,06/22/17,38,38,mort,1,60.3840,-160.6238,unk pred,,,
2017,2017128,m,1,,Tikchik,0,60.3218,-158.6314,yes,0,05/15/17,05/15/17,06/22/17,38,38,unk,0,60.2021,-159.6382,,,,
2017,2017129,f,0,,Tikchik,0,60.3244,-158.5624,yes,0,05/15/17,05/15/17,10/15/17,153,153,unk,0,59.6519,-156.6028,,,,
2017,2017130,unk,2,,Tikchik,0,60.4020,-158.2234,yes,1,05/17/17,05/18/17,05/20/17,3,2,mort,1,60.3907,-158.2078,brown bear,,,
2017,2017131,unk,2,,Tikchik,0,60.4217,-158.7061,yes,2,05/16/17,05/18/17,10/14/17,151,149,unk,0,60.6738,-161.2933,,,,
2017,2017132,unk,2,,Tikchik,0,60.4145,-158.7643,yes,1,05/17/17,05/18/17,05/25/17,8,7,mort,1,60.3857,-158.7817,unk pred ,,,
2017,2017133,unk,2,,Tikchik,0,60.4235,-158.8441,yes,0,05/18/17,05/18/17,10/14/17,149,149,unk,0,60.7812,-160.5933,,,,
2017,2017134,m,1,,Tikchik,0,60.4093,-158.4641,yes,2,05/18/17,05/20/17,10/15/17,150,148,unk,0,60.7798,-160.6195,,,,
2017,2017135,unk,2,,Tikchik,0,60.4393,-158.4978,yes,2,05/18/17,05/20/17,05/22/17,4,2,mort,1,60.4349,-158.4812,wolf,,,
2017,2017136,unk,2,,Tikchik,0,60.4050,-158.4719,yes,2,05/18/17,05/20/17,10/14/17,149,147,unk,0,60.5299,-161.4471,,,,
2017,2017137,unk,2,,Tikchik,0,60.4608,-158.5257,yes,5,05/17/17,05/22/17,06/22/17,36,31,unk,0,60.5024,-160.9319,,,,
2017,2017138,unk,2,,Tikchik,0,60.3397,-158.7267,yes,1,05/21/17,05/22/17,05/22/17,1,0,mort,1,60.3892,-158.8214,brown bear,,,
2017,2017200,f,0,9.40,Mulchatna,1,60.5439,-155.3869,no,2,05/11/17,05/13/17,05/26/17,15,13,mort,1,60.5315,-155.3961,unk pred ,,,
2017,2017201,f,0,7.90,Mulchatna,1,60.5644,-155.3703,yes,1,05/12/17,05/13/17,05/19/17,7,6,mort,1,60.5359,-155.3667,brown bear,,,
2017,2017202,f,0,8.00,Mulchatna,1,60.5216,-155.3291,searching,0,05/13/17,05/13/17,06/01/17,19,19,mort,1,60.2790,-155.9101,unk pred ,,,
2017,2017203,m,1,7.40,Mulchatna,1,60.5097,-155.3555,yes,1,05/12/17,05/13/17,05/26/17,14,13,mort,1,60.5188,-155.3114,brown bear,,,
2017,2017204,m,1,8.20,Mulchatna,1,60.5148,-155.3421,searching,1,05/12/17,05/13/17,06/01/17,20,19,mort,1,60.4870,-155.1520,unk pred,,,
2017,2017205,f,0,9.20,Mulchatna,1,60.5168,-155.4015,searching,2,05/11/17,05/13/17,05/14/17,3,1,mort,1,60.5167,-155.4008,eagle,,,
2017,2017206,f,0,6.60,Mulchatna,1,60.5193,-155.4150,unk,1,05/12/17,05/13/17,05/20/17,8,7,mort,1,60.5258,-155.4142,wolf,,,
2017,2017207,m,1,8.20,Mulchatna,1,60.5298,-155.4083,searching,2,05/11/17,05/13/17,06/25/17,45,43,mort,1,60.2407,-156.1819,unk pred,,,
2017,2017208,m,1,8.00,Mulchatna,1,60.6479,-155.0233,searching,1,05/12/17,05/13/17,06/01/17,20,19,unk,0,60.0680,-156.3254,,collar in deep tundra pool; could not recover,,
2017,2017209,f,0,7.80,Mulchatna,1,60.6213,-154.9283,yes,1,05/12/17,05/13/17,05/16/17,4,3,mort,1,60.5899,-155.0055,brown bear,,,
2017,2017210,m,1,9.50,Mulchatna,1,60.7009,-154.6335,searching,2,05/11/17,05/13/17,05/22/17,11,9,mort,1,60.6893,-154.8176,unk pred ,,,
2017,2017211,f,0,7.20,Mulchatna,1,60.7172,-154.6327,searching,1,05/12/17,05/13/17,05/14/17,2,1,mort,1,60.7203,-154.6139,brown bear,,,
2017,2017212,m,1,7.40,Mulchatna,1,60.7210,-155.0813,yes,1,05/12/17,05/13/17,06/25/17,44,43,mort,1,60.2290,-156.9213,unk pred ,,,
2017,2017213,f,0,8.80,Mulchatna,1,60.6649,-155.1068,yes,1,05/12/17,05/13/17,05/13/17,1,0,mort,1,60.6726,-155.1082,bear,,,
2017,2017214,m,1,8.40,Mulchatna,1,60.6486,-155.0796,searching,1,05/12/17,05/13/17,06/01/17,20,19,mort,1,60.3050,-155.7907,unk pred,,,
2017,2017215,f,0,12.40,Mulchatna,1,60.6267,-155.1731,yes,2,05/11/17,05/13/17,06/01/17,21,19,mort,1,60.0720,-156.3303,unk pred,,,
2017,2017216,m,1,9.20,Mulchatna,1,60.7047,-154.2799,yes,1,05/13/17,05/14/17,05/16/17,3,2,mort,1,60.6856,-154.2465,wolf,,,
2017,2017217,f,0,7.40,Mulchatna,1,60.7185,-154.2702,yes,1,05/13/17,05/14/17,11/01/17,172,171,mort,1,59.8043,-156.6227,unk pred,collar tested positive for blood residue,,
2017,2017218,f,0,9.40,Mulchatna,1,60.7579,-154.2477,searching,2,05/12/17,05/14/17,05/17/17,5,3,mort,1,60.7522,-154.2046,brown bear,,,
2017,2017219,f,0,9.00,Mulchatna,1,60.7939,-154.2694,yes,1,05/13/17,05/14/17,05/20/17,7,6,mort,1,60.8050,-154.2803,wolf,,,
2017,2017220,f,0,12.20,Mulchatna,1,60.7527,-154.2454,searching,1,05/13/17,05/14/17,11/01/17,172,171,mort,1,59.9216,-156.5405,,collar tested positive for blood residue,,
2017,2017221,m,1,8.40,Mulchatna,1,60.7200,-154.1700,searching,1,05/13/17,05/14/17,05/14/17,1,0,mort,1,60.7056,-154.1543,bear,,,
2017,2017222,f,0,9.40,Mulchatna,1,60.7210,-154.1734,yes,1,05/13/17,05/14/17,06/25/17,43,42,unk,0,59.8958,-157.0294,,,,
2017,2017223,f,0,9.40,Mulchatna,1,60.6901,-154.2437,yes,1,05/13/17,05/14/17,11/01/17,172,171,unk,0,59.8543,-156.4837,,no blood residue on collar,,
2017,2017224,m,1,9.60,Mulchatna,1,60.7039,-154.2745,yes,1,05/13/17,05/14/17,05/14/17,1,0,mort,1,60.7027,-154.2840,wolf,,,
2017,2017225,m,1,7.40,Mulchatna,1,60.6841,-154.3891,yes,1,05/13/17,05/14/17,05/14/17,1,0,mort,1,60.7143,-154.3345,wolf,,,
2017,2017226,f,0,8.80,Mulchatna,1,60.7240,-155.0662,yes,1,05/13/17,05/14/17,04/06/18,328,327,unk,0,,,,,,
2017,2017227,m,1,11.40,Mulchatna,1,60.7225,-155.0875,yes,1,05/13/17,05/14/17,05/26/17,13,12,unk,0,60.4814,-155.1241,,,,
2017,2017228,m,1,,Mulchatna,1,60.7366,-155.0210,no,1,05/13/17,05/14/17,05/16/17,3,2,capture mort,2,60.7417,-155.0465,starvation,"capture related; abandoned after prolonged capture, dumbo drop didn't work",,
2017,2017229,f,0,10.40,Mulchatna,1,60.5550,-155.3246,yes,0,05/14/17,05/14/17,05/15/18,366,366,unk,0,,,,,,
2017,2017230,unk,2,,Mulchatna,1,60.5419,-155.4225,yes,1,05/16/17,05/17/17,05/22/17,6,5,mort,1,60.5301,-155.4215,wolf,,,
2017,2017231,f,0,8.00,Mulchatna,1,60.7242,-154.3569,yes,1,05/16/17,05/17/17,05/17/17,1,0,mort,1,60.7299,-154.3540,brown bear,,,
2017,2017232,unk,2,,Mulchatna,1,60.7482,-154.3898,yes,1,05/17/17,05/18/17,05/20/17,3,2,mort,1,60.7705,-154.4341,wolf,,,
2017,2017233,unk,2,,Mulchatna,1,60.7605,-154.3574,yes,1,05/17/17,05/18/17,05/22/17,5,4,mort,1,60.7284,-154.3403,unk pred ,,,
2017,2017234,unk,2,,Mulchatna,1,60.7529,-154.4128,yes,1,05/17/17,05/18/17,05/19/17,2,1,mort,1,60.7431,-154.4304,eagle,,,
2017,2017235,unk,2,,Mulchatna,1,60.7628,-154.6512,yes,2,05/17/17,05/19/17,05/26/17,9,7,mort,1,60.7226,-154.7634,unk pred ,,,
2017,2017236,unk,2,,Mulchatna,1,60.7563,-154.3829,yes,1,05/18/17,05/19/17,05/20/17,2,1,mort,1,60.7500,-154.4443,wolf,,,
2017,2017237,f,0,,Mulchatna,1,60.7776,-154.3542,yes,1,05/18/17,05/19/17,06/25/17,38,37,mort,1,60.1066,-156.6617,unk pred,,,
2018,2018100,f,0,7.20,UMulch,1,60.7381,-155.1064,yes,1,5/12/18,5/13/18,05/15/18,3,2,mort,1,60.7436,-155.0980,bear,,,
2018,2018101,f,0,8.80,UMulch,1,60.7330,-155.0555,searching,1,5/12/18,5/13/18,06/22/18,41,40,mort,1,60.2266,-156.7031,unk pred,,,
2018,2018102,m,1,11.00,UMulch,1,60.6909,-154.9652,yes,1,5/12/18,5/13/18,09/06/18,117,116,mort,1,60.4443,-156.0977,unk pred,,,
2018,2018103,f,0,9.00,UMulch,1,60.6707,-154.9815,yes,0,5/13/18,5/13/18,05/24/18,11,11,mort,1,60.7462,-154.6525,brown bear,,,
2018,2018104,f,0,10.20,UMulch,1,60.6661,-154.9937,yes,0,5/13/18,5/13/18,08/03/18,82,82,unk,0,59.6683,-155.9055,,,,
2018,2018105,m,1,12.80,UMulch,1,60.6069,-155.1482,searching,3,5/11/18,5/14/18,05/15/18,4,1,mort,1,60.6360,-155.2370,brown bear,,,
2018,2018106,m,1,,UMulch,1,60.6190,-155.0298,returning,2,5/12/18,5/14/18,05/18/18,6,4,capture mort,2,60.6332,-155.0125,abandoned,capture related; gunshot to head,,
2018,2018107,m,1,10.60,UMulch,1,60.6220,-155.0254,yes,1,5/13/18,5/14/18,05/20/18,7,6,mort,1,60.7357,-154.6106,brown bear,,,
2018,2018108,f,0,10.20,UMulch,1,60.6304,-154.9978,yes,2,5/12/18,5/14/18,05/23/18,11,9,mort,1,60.6237,-155.0915,wolf,,,
2018,2018109,m,1,11.20,UMulch,1,60.6328,-154.9754,no,2,5/12/18,5/14/18,05/23/18,11,9,mort,1,60.6235,-155.0967,wolf,,,
2018,2018110,f,0,,UMulch,1,60.6527,-154.9046,searching,1,5/13/18,5/14/18,05/15/18,2,1,mort,1,60.6524,-154.9537,brown bear,,,
2018,2018111,f,0,10.00,UMulch,1,60.6820,-154.9367,returning,1,5/13/18,5/14/18,05/27/18,14,13,mort,1,60.6248,-155.0156,unk pred,,,
2018,2018112,f,0,11.20,UMulch,1,60.6339,-155.2957,yes,2,5/12/18,5/14/18,04/01/19,324,322,unk,0,,,,,,
2018,2018113,f,0,10.40,UMulch,1,60.6305,-155.3021,yes,2,5/12/18,5/14/18,10/07/18,148,146,unk,0,59.9725,-157.2439,,,,
2018,2018114,m,1,12.60,UMulch,1,61.0895,-156.0186,yes,3,5/13/18,5/16/18,10/07/18,147,144,mort,1,59.8992,-156.7031,unk pred,,,
2018,2018115,f,0,9.00,UMulch,1,61.0882,-156.0430,yes,2,5/14/18,5/16/18,08/03/18,81,79,mort,1,60.5527,-156.0559,unk pred,,,
2018,2018116,m,1,,UMulch,1,61.1155,-155.9938,yes,1,5/15/18,5/16/18,11/12/18,181,180,unk,0,59.7104,-155.8817,,,,
2018,2018117,m,1,,UMulch,1,61.1239,-155.9820,yes,2,5/14/18,5/16/18,10/07/18,146,144,mort,1,59.8460,-156.6874,unk pred,,,
2018,2018118,f,0,,UMulch,1,61.1300,-155.9618,yes,1,5/15/18,5/16/18,11/12/18,181,180,unk,0,59.4181,-156.5144,,"Ramsey pick up, no notes on retrieval",,
2018,2018119,unk,2,,UMulch,1,61.1445,-155.9395,yes,0,5/16/18,5/16/18,11/12/18,180,180,mort,1,59.5412,-156.3363,unk pred,,,
2018,2018120,m,1,,UMulch,1,61.1507,-155.7997,yes,1,5/15/18,5/16/18,06/24/18,40,39,mort,1,60.3169,-157.0193,unk pred,,,
2018,2018121,f,0,11.40,UMulch,1,61.0755,-155.8758,yes,2,5/14/18,5/16/18,06/25/18,42,40,unk,0,60.2976,-156.7490,,,,
2018,2018122,m,1,10.80,UMulch,1,61.0882,-155.8705,yes,1,5/15/18,5/16/18,05/22/18,7,6,mort,1,61.1344,-155.8584,bear,,,
2018,2018123,f,0,8.40,UMulch,1,61.0988,-155.8129,yes,1,5/15/18,5/16/18,11/12/18,181,180,unk,0,59.2691,-157.1418,,"Ramsey pick up, no notes on retrieval",,
2018,2018124,m,1,11.00,UMulch,1,60.6018,-154.9991,yes,2,5/16/18,5/18/18,06/06/18,21,19,mort,1,60.5089,-155.0891,unk pred,,,
2018,2018125,m,1,9.00,UMulch,1,60.6079,-154.9851,yes,1,5/17/18,5/18/18,11/12/18,179,178,unk,0,59.6755,-156.7339,,"Ramsey pick up, no notes on retrieval",,
2018,2018126,f,0,10.00,UMulch,1,60.6783,-155.1546,yes,1,5/17/18,5/18/18,05/19/18,2,1,mort,1,60.6672,-155.1228,black bear,,,
2018,2018127,unk,2,,UMulch,1,60.7197,-155.2175,searching,2,5/16/18,5/18/18,05/19/18,3,1,mort,1,60.7208,-155.2179,unk cause,,,
2018,2018128,f,0,11.60,UMulch,1,60.5340,-155.4564,yes,2,5/16/18,5/18/18,02/19/19,279,277,unk,0,59.4944,-156.7666,,"Ramsey pick up, no notes on retrieval",,
2018,2018129,m,1,14.00,UMulch,1,60.7378,-155.0367,yes,3,5/17/18,5/20/18,08/03/18,78,75,unk,0,59.7596,-155.7502,,,,
2018,2018130,m,1,10.00,UMulch,1,60.8141,-155.6529,yes,2,5/18/18,5/20/18,05/20/19,367,365,unk,0,60.8253,-155.8059,,,,
2018,2018131,unk,2,,UMulch,1,60.8151,-155.6922,yes,0,5/20/18,5/20/18,05/27/18,7,7,mort,1,60.7167,-155.9077,unk pred,,,
2018,2018132,m,1,9.80,UMulch,1,60.8778,-155.8497,yes,1,5/19/18,5/20/18,05/22/18,3,2,mort,1,60.8713,-155.8541,brown bear,,,
2018,2018133,m,1,7.00,UMulch,1,60.9006,-155.7947,yes,0,5/20/18,5/20/18,05/25/18,5,5,mort,1,60.9180,-155.8859,brown bear,,,
2018,2018134,unk,2,,UMulch,1,60.6898,-155.6797,yes,1,5/19/18,5/20/18,09/06/18,110,109,unk,0,60.4197,-156.0543,,,,
2018,2018135,f,0,9.20,UMulch,1,60.6654,-155.6743,no,2,5/18/18,5/20/18,10/07/18,142,140,unk,0,59.6507,-156.4207,,"Ramsey pick up, no notes on retrieval",,
2018,2018136,m,1,,UMulch,1,60.8193,-155.7599,yes,2,5/20/18,5/22/18,09/06/18,109,107,mort,1,60.2468,-156.4667,unk pred,,,
2018,2018137,f,0,8.30,UMulch,1,60.9005,-155.7805,yes,1,5/21/18,5/22/18,05/22/18,1,0,mort,1,60.8845,-155.7674,bear,,,
2018,2018138,m,1,8.20,UMulch,1,60.8791,-155.8341,yes,1,5/21/18,5/22/18,05/23/18,2,1,mort,1,60.8782,-155.8255,unk cause,,,
2018,2018139,m,1,10.20,UMulch,1,60.9096,-155.8140,yes,2,5/20/18,5/22/18,05/23/18,3,1,mort,1,60.9080,-155.8342,wolf,,,
2018,2018200,f,0,8.20,Tikchik,0,60.1106,-157.6898,yes,0,5/13/18,5/13/18,05/16/18,3,3,mort,1,60.0670,-157.6770,brown bear,,,
2018,2018201,m,1,10.50,Tikchik,0,60.0899,-158.4225,yes,2,5/11/18,5/13/18,06/11/18,31,29,mort,1,60.4452,-159.0453,unk pred,,,
2018,2018202,m,1,8.60,Tikchik,0,60.1549,-158.3690,searching,0,5/13/18,5/13/18,06/06/18,24,24,mort,1,60.1949,-158.2439,unk pred,,,
2018,2018203,f,0,7.80,Tikchik,0,60.1753,-158.3660,yes,1,5/12/18,5/13/18,10/13/18,154,153,unk,0,60.9103,-160.6981,,,,
2018,2018204,m,1,10.00,Tikchik,0,60.1686,-158.3189,yes,1,5/12/18,5/13/18,05/14/18,2,1,mort,1,60.1756,-158.3570,brown bear,,,
2018,2018205,m,1,8.00,Tikchik,0,60.1669,-158.2700,yes,0,5/14/18,5/14/18,05/17/18,3,3,mort,1,60.1910,-158.3280,brown bear,,,
2018,2018206,f,0,7.00,Tikchik,0,60.2172,-158.3116,searching,0,5/14/18,5/14/18,09/05/18,114,114,unk,0,59.9127,-157.1249,,,,
2018,2018207,m,1,9.20,Tikchik,0,60.2110,-158.3198,searching,1,5/13/18,5/14/18,05/18/18,5,4,mort,1,60.2910,-158.3310,wolf,,,
2018,2018208,m,1,,Tikchik,0,60.1906,-158.3272,searching,1,5/13/18,5/14/18,05/15/18,2,1,mort,1,60.1906,-158.3272,brown bear,,,
2018,2018209,f,0,9.60,Tikchik,0,60.1854,-158.4309,returning,1,5/13/18,5/14/18,10/13/18,153,152,unk,0,60.5858,-161.1742,,,,
2018,2018210,f,0,9.00,Tikchik,0,60.1807,-158.4727,yes,1,5/13/18,5/14/18,05/18/18,5,4,mort,1,60.1650,-158.4730,black bear,,,
2018,2018211,f,0,8.20,Tikchik,0,60.1910,-158.5314,yes,2,5/12/18,5/14/18,10/13/18,154,152,unk,0,59.7879,-156.9603,,,,
2018,2018212,m,1,7.60,Tikchik,0,60.0835,-158.1258,searching,1,5/13/18,5/14/18,06/11/18,29,28,mort,1,60.3491,-160.3280,unk pred,,,
2018,2018213,f,0,,Tikchik,0,59.9547,-157.9276,yes,0,5/14/18,5/14/18,05/16/18,2,2,mort,1,59.9440,-157.9370,unk pred,,,
